Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
86312,Marketing,Male,35,Manager,2024-05-10 08:03:05.556036,0,High School,5,9000.0,53,27,21,12,25,17,64,1,1.54,False
86313,Marketing,Female,28,Engineer,2019-11-24 08:03:05.556036,4,Bachelor,3,7800.0,35,20,1,1,25,15,64,0,3.29,False
86314,Customer Support,Female,31,Developer,2020-03-23 08:03:05.556036,4,Bachelor,5,7500.0,56,16,18,6,100,5,30,1,1.98,False
86315,Customer Support,Female,29,Manager,2023-08-02 08:03:05.556036,1,High School,5,9000.0,41,33,13,11,0,11,70,1,4.96,False
86316,Finance,Male,37,Specialist,2024-03-22 08:03:05.556036,0,Bachelor,4,6300.0,51,30,23,14,100,19,53,1,2.29,False
86317,Finance,Female,55,Analyst,2022-10-12 08:03:05.556036,1,Bachelor,3,5200.0,59,22,8,5,50,13,65,1,2.04,False
86318,HR,Female,43,Analyst,2020-12-05 08:03:05.556036,3,High School,3,5200.0,39,24,21,2,50,6,30,1,4.57,True
86319,HR,Male,35,Analyst,2021-03-15 08:03:05.556036,3,Bachelor,5,6000.0,49,40,6,10,100,15,96,1,2.57,False
86320,IT,Female,44,Technician,2015-04-29 08:03:05.556036,9,Master,5,5250.0,36,29,13,11,75,11,23,2,4.91,False
86321,Finance,Male,54,Manager,2023-05-15 08:03:05.556036,1,Bachelor,4,8400.0,57,18,25,9,0,11,57,2,1.39,False
86322,IT,Male,33,Developer,2022-06-03 08:03:05.556036,2,Bachelor,1,5500.0,37,5,8,6,50,7,58,2,4.25,False
86323,Customer Support,Male,23,Specialist,2020-11-24 08:03:05.556036,3,PhD,2,5400.0,57,34,26,2,100,8,24,1,4.73,False
86324,Customer Support,Male,47,Engineer,2024-05-16 08:03:05.556036,0,High School,4,8400.0,56,43,7,14,50,5,77,1,2.07,False
86325,Finance,Male,52,Engineer,2023-08-15 08:03:05.556036,1,Bachelor,5,9000.0,31,32,15,11,75,5,79,2,1.27,False
86326,Marketing,Male,54,Technician,2018-04-09 08:03:05.556036,6,Master,5,5250.0,30,46,21,6,25,3,6,1,1.99,False
86327,Operations,Male,49,Specialist,2020-11-07 08:03:05.556036,3,Master,4,6300.0,51,7,15,11,25,5,33,1,3.16,False
86328,Legal,Female,32,Specialist,2017-09-27 08:03:05.556036,6,Master,1,4950.0,46,4,4,1,100,7,65,0,4.29,False
86329,Finance,Male,33,Engineer,2021-02-03 08:03:05.556036,3,Bachelor,5,9000.0,58,28,21,9,75,12,20,0,3.05,False
86330,IT,Female,24,Technician,2022-02-07 08:03:05.556036,2,Bachelor,1,3850.0,53,47,2,6,0,7,91,0,1.57,False
86331,Marketing,Other,48,Manager,2017-05-17 08:03:05.556036,7,Bachelor,3,7800.0,42,26,9,13,75,11,16,0,1.37,False
86332,Legal,Male,22,Analyst,2018-09-09 08:03:05.556036,5,High School,1,4400.0,44,9,11,10,50,2,84,2,3.0,True
86333,Engineering,Female,33,Analyst,2020-01-06 08:03:05.556036,4,High School,1,4400.0,39,25,8,7,25,3,32,1,2.66,False
86334,Finance,Female,57,Engineer,2018-05-30 08:03:05.556036,6,Bachelor,1,6600.0,60,19,15,13,100,7,21,0,2.39,False
86335,Engineering,Female,31,Technician,2014-10-05 08:03:05.556036,9,Bachelor,5,5250.0,59,37,20,6,0,6,82,1,1.49,False
86336,IT,Female,51,Technician,2016-05-14 08:03:05.556036,8,Bachelor,2,4200.0,32,6,17,2,0,10,54,1,4.94,False
86337,Marketing,Female,43,Specialist,2020-01-04 08:03:05.556036,4,High School,2,5400.0,52,20,11,10,75,11,15,0,2.64,False
86338,IT,Female,45,Engineer,2019-12-21 08:03:05.556036,4,Bachelor,2,7200.0,50,12,6,7,75,8,52,2,3.94,False
86339,Operations,Male,26,Specialist,2023-10-01 08:03:05.556036,0,High School,5,6750.0,38,26,0,2,100,12,49,2,2.99,False
86340,Operations,Female,37,Technician,2015-12-30 08:03:05.556036,8,Master,3,4550.0,44,1,29,14,50,1,40,1,1.46,True
86341,Finance,Male,22,Analyst,2022-05-23 08:03:05.556036,2,Bachelor,5,6000.0,44,28,25,0,75,9,65,1,2.08,False
86342,Finance,Female,25,Engineer,2021-07-09 08:03:05.556036,3,Bachelor,1,6600.0,44,40,16,2,0,8,17,0,4.46,False
86343,Finance,Female,38,Developer,2016-11-08 08:03:05.556036,7,Bachelor,5,7500.0,58,21,7,1,100,5,82,0,4.96,False
86344,Operations,Male,42,Technician,2016-02-16 08:03:05.556036,8,PhD,5,5250.0,58,8,1,7,0,3,94,1,4.07,True
86345,Sales,Male,27,Technician,2020-09-28 08:03:05.556036,3,Bachelor,5,5250.0,54,11,13,7,50,10,32,0,4.2,False
86346,Customer Support,Female,55,Technician,2023-01-28 08:03:05.556036,1,High School,5,5250.0,41,28,29,3,100,3,29,2,4.94,False
86347,Legal,Female,43,Specialist,2016-02-11 08:03:05.556036,8,Bachelor,2,5400.0,42,47,26,7,0,9,7,0,1.91,False
86348,IT,Female,31,Engineer,2018-09-17 08:03:05.556036,5,Bachelor,4,8400.0,32,35,20,8,25,10,86,0,1.88,False
86349,Finance,Male,51,Engineer,2015-06-22 08:03:05.556036,9,Bachelor,5,9000.0,35,19,23,4,75,2,12,1,1.06,False
86350,HR,Female,34,Specialist,2018-02-21 08:03:05.556036,6,Bachelor,2,5400.0,36,40,2,9,25,13,46,2,2.36,False
86351,IT,Female,51,Analyst,2020-05-25 08:03:05.556036,4,Bachelor,2,4800.0,35,34,11,1,75,6,80,0,4.23,False
86352,Finance,Female,40,Specialist,2024-08-04 08:03:05.556036,0,Bachelor,1,4950.0,60,40,4,12,75,17,96,1,1.93,True
86353,Operations,Male,39,Consultant,2024-06-02 08:03:05.556036,0,Bachelor,4,7700.0,56,42,17,11,75,12,18,2,1.2,False
86354,Finance,Male,26,Technician,2022-04-25 08:03:05.556036,2,High School,5,5250.0,33,20,27,1,0,3,97,2,1.2,False
86355,Marketing,Male,57,Developer,2024-05-19 08:03:05.556036,0,Bachelor,5,7500.0,30,35,0,2,50,10,60,1,3.69,False
86356,Engineering,Male,57,Engineer,2023-03-26 08:03:05.556036,1,High School,2,7200.0,56,42,16,12,50,5,50,2,3.62,False
86357,Operations,Male,59,Consultant,2019-09-01 08:03:05.556036,5,Bachelor,2,6600.0,32,30,12,8,50,14,80,1,3.21,False
86358,HR,Male,51,Technician,2019-09-23 08:03:05.556036,4,Bachelor,4,4900.0,53,3,14,6,50,3,63,1,3.43,True
86359,Customer Support,Female,37,Technician,2024-02-13 08:03:05.556036,0,Master,2,4200.0,53,12,20,7,75,2,45,0,2.58,False
86360,Legal,Female,41,Manager,2023-05-27 08:03:05.556036,1,Bachelor,3,7800.0,60,22,5,13,25,13,96,1,3.36,False
86361,Operations,Male,49,Developer,2016-12-12 08:03:05.556036,7,High School,4,7000.0,56,15,22,14,75,2,78,2,2.12,False
86362,Customer Support,Male,27,Developer,2015-06-04 08:03:05.556036,9,PhD,4,7000.0,37,2,25,11,75,9,15,0,1.56,False
86363,Customer Support,Male,22,Technician,2015-10-05 08:03:05.556036,8,High School,2,4200.0,32,14,22,5,25,3,9,2,1.68,False
86364,Legal,Other,43,Consultant,2024-03-17 08:03:05.556036,0,PhD,5,8250.0,49,19,27,0,100,13,26,1,3.83,False
86365,Customer Support,Female,49,Analyst,2024-01-27 08:03:05.556036,0,High School,3,5200.0,41,38,17,0,100,3,62,0,2.39,False
86366,IT,Female,59,Consultant,2024-01-29 08:03:05.556036,0,Bachelor,5,8250.0,34,10,9,1,0,8,3,2,2.43,False
86367,Legal,Male,60,Analyst,2021-12-17 08:03:05.556036,2,Master,4,5600.0,52,42,13,11,25,13,49,0,4.95,False
86368,Marketing,Female,39,Consultant,2017-09-13 08:03:05.556036,6,High School,3,7150.0,53,32,6,6,75,8,28,2,4.36,False
86369,Customer Support,Male,34,Engineer,2021-10-08 08:03:05.556036,2,Bachelor,5,9000.0,58,39,21,12,0,16,70,0,2.54,False
86370,Sales,Male,22,Analyst,2022-12-19 08:03:05.556036,1,Bachelor,5,6000.0,37,36,29,7,100,14,7,1,3.69,False
86371,Marketing,Male,37,Manager,2019-09-09 08:03:05.556036,4,High School,3,7800.0,33,33,15,14,75,4,52,1,4.08,False
86372,HR,Female,36,Specialist,2022-09-15 08:03:05.556036,1,Bachelor,4,6300.0,38,16,17,8,75,15,73,0,4.65,False
86373,Sales,Female,29,Specialist,2024-02-14 08:03:05.556036,0,Bachelor,3,5850.0,49,32,21,6,50,18,91,1,3.4,False
86374,Legal,Male,52,Developer,2024-07-05 08:03:05.556036,0,Master,3,6500.0,48,25,2,11,100,2,45,2,2.5,False
86375,Sales,Female,40,Analyst,2017-02-04 08:03:05.556036,7,Bachelor,1,4400.0,34,3,16,1,0,1,76,0,2.71,True
86376,Legal,Female,40,Analyst,2016-04-15 08:03:05.556036,8,Bachelor,3,5200.0,32,25,9,6,25,11,8,2,2.6,False
86377,Legal,Male,27,Specialist,2019-06-29 08:03:05.556036,5,Bachelor,2,5400.0,55,13,16,6,25,10,27,1,3.74,False
86378,IT,Female,32,Specialist,2022-04-11 08:03:05.556036,2,Bachelor,5,6750.0,36,24,6,13,75,1,22,0,4.99,False
86379,Marketing,Female,28,Technician,2023-10-23 08:03:05.556036,0,Bachelor,3,4550.0,39,34,2,9,50,10,5,0,2.34,False
86380,Operations,Male,49,Manager,2016-01-14 08:03:05.556036,8,High School,3,7800.0,46,22,14,3,0,18,91,1,4.68,False
86381,HR,Female,47,Engineer,2017-05-18 08:03:05.556036,7,Bachelor,3,7800.0,53,23,10,14,100,2,39,2,2.69,False
86382,Sales,Female,57,Analyst,2022-01-03 08:03:05.556036,2,High School,3,5200.0,57,4,26,7,0,4,52,0,2.79,False
86383,HR,Female,54,Engineer,2021-05-03 08:03:05.556036,3,Master,4,8400.0,41,13,13,3,100,13,37,2,2.31,False
86384,Operations,Female,40,Developer,2019-10-06 08:03:05.556036,4,Bachelor,4,7000.0,59,18,6,0,75,15,73,1,2.29,False
86385,Finance,Female,55,Manager,2017-08-29 08:03:05.556036,7,High School,1,6600.0,57,45,8,13,25,6,79,1,1.41,False
86386,IT,Female,32,Developer,2017-07-09 08:03:05.556036,7,High School,3,6500.0,50,30,3,10,100,11,54,2,2.67,False
86387,Customer Support,Female,54,Technician,2014-10-27 08:03:05.556036,9,Bachelor,1,3850.0,50,46,23,10,25,15,91,2,3.8,False
86388,Marketing,Male,47,Technician,2021-02-06 08:03:05.556036,3,High School,2,4200.0,54,40,29,8,0,7,3,0,4.76,True
86389,Legal,Male,36,Consultant,2021-01-25 08:03:05.556036,3,High School,2,6600.0,60,42,27,3,50,12,30,1,1.9,True
86390,Marketing,Male,45,Analyst,2016-06-06 08:03:05.556036,8,Master,2,4800.0,46,37,18,4,100,3,65,0,2.66,False
86391,Operations,Female,54,Developer,2022-02-13 08:03:05.556036,2,High School,5,7500.0,55,39,15,13,100,16,54,2,1.69,False
86392,Sales,Female,55,Engineer,2023-06-22 08:03:05.556036,1,Master,4,8400.0,30,2,0,2,25,6,6,0,2.07,False
86393,Sales,Male,30,Analyst,2016-12-22 08:03:05.556036,7,High School,5,6000.0,40,49,10,11,50,3,28,1,1.14,False
86394,Operations,Male,33,Specialist,2020-06-14 08:03:05.556036,4,Master,2,5400.0,55,0,21,7,0,7,55,2,1.68,False
86395,Marketing,Male,34,Manager,2015-07-14 08:03:05.556036,9,Bachelor,2,7200.0,38,42,3,13,0,16,82,2,3.78,False
86396,HR,Female,49,Manager,2017-08-27 08:03:05.556036,7,High School,3,7800.0,47,49,7,8,75,8,13,0,1.43,False
86397,Customer Support,Female,33,Developer,2023-10-24 08:03:05.556036,0,High School,5,7500.0,48,6,14,11,0,9,64,1,1.8,False
86398,IT,Male,57,Specialist,2018-04-05 08:03:05.556036,6,Master,2,5400.0,35,32,27,7,75,1,4,1,3.88,False
86399,Marketing,Male,56,Technician,2022-09-07 08:03:05.556036,1,High School,2,4200.0,53,3,21,9,0,16,30,2,4.38,False
86400,Legal,Female,47,Consultant,2023-11-02 08:03:05.556036,0,PhD,3,7150.0,40,21,15,6,0,15,12,2,1.15,False
86401,Legal,Male,41,Specialist,2021-06-23 08:03:05.556036,3,Bachelor,1,4950.0,45,5,15,12,25,7,80,2,3.01,False
86402,Customer Support,Female,35,Consultant,2020-05-12 08:03:05.556036,4,High School,2,6600.0,44,17,9,9,0,14,48,0,4.94,False
86403,Operations,Female,42,Developer,2021-08-16 08:03:05.556036,3,High School,1,5500.0,33,43,11,10,75,3,21,2,2.24,False
86404,HR,Female,46,Specialist,2024-05-17 08:03:05.556036,0,Bachelor,5,6750.0,30,14,2,5,50,2,1,2,2.95,False
86405,Sales,Male,57,Manager,2020-12-20 08:03:05.556036,3,Bachelor,5,9000.0,47,21,19,8,75,14,20,1,2.85,False
86406,Legal,Male,26,Technician,2020-10-25 08:03:05.556036,3,Master,5,5250.0,42,33,24,3,0,16,88,2,2.13,False
86407,Legal,Female,30,Analyst,2020-05-14 08:03:05.556036,4,Bachelor,3,5200.0,58,3,7,8,25,10,93,1,1.17,True
86408,Engineering,Male,37,Developer,2023-09-03 08:03:05.556036,1,Master,2,6000.0,51,39,29,8,50,17,45,2,4.8,False
86409,Marketing,Female,56,Technician,2023-07-24 08:03:05.556036,1,Bachelor,2,4200.0,31,18,3,2,100,16,63,0,1.67,False
86410,Legal,Male,39,Manager,2015-10-13 08:03:05.556036,8,Bachelor,4,8400.0,36,22,4,3,75,6,7,0,4.24,False
86411,Marketing,Male,47,Consultant,2021-12-03 08:03:05.556036,2,Bachelor,5,8250.0,38,45,1,8,75,14,81,0,1.67,False
86412,Legal,Female,23,Analyst,2015-02-01 08:03:05.556036,9,High School,1,4400.0,56,43,24,0,25,13,41,0,1.88,False
86413,Operations,Female,53,Analyst,2021-06-08 08:03:05.556036,3,High School,3,5200.0,36,4,24,2,100,13,58,1,2.54,False
86414,Engineering,Male,52,Analyst,2018-07-13 08:03:05.556036,6,Bachelor,5,6000.0,42,41,13,2,50,13,19,2,1.55,False
86415,HR,Male,41,Specialist,2020-03-09 08:03:05.556036,4,High School,2,5400.0,45,25,0,8,25,13,47,2,3.97,False
86416,Engineering,Male,43,Developer,2017-06-29 08:03:05.556036,7,Bachelor,5,7500.0,59,18,25,8,50,18,85,2,2.37,True
86417,Legal,Female,40,Analyst,2014-10-24 08:03:05.556036,9,Bachelor,5,6000.0,49,34,10,2,100,4,99,0,3.47,True
86418,Customer Support,Male,33,Developer,2014-11-26 08:03:05.556036,9,PhD,4,7000.0,35,17,9,12,50,10,32,0,3.32,False
86419,Finance,Male,56,Manager,2016-07-06 08:03:05.556036,8,High School,5,9000.0,31,32,19,1,75,17,74,2,2.32,False
86420,Operations,Male,49,Consultant,2023-04-08 08:03:05.556036,1,Bachelor,5,8250.0,52,16,10,3,75,15,96,0,1.45,False
86421,Finance,Female,54,Engineer,2023-03-06 08:03:05.556036,1,High School,4,8400.0,55,16,1,2,0,1,33,2,2.19,False
86422,Sales,Female,43,Consultant,2019-12-29 08:03:05.556036,4,Bachelor,1,6050.0,41,5,22,1,50,2,33,0,2.64,False
86423,Customer Support,Female,39,Manager,2017-06-06 08:03:05.556036,7,Master,2,7200.0,41,41,9,5,0,15,32,0,4.14,False
86424,Operations,Female,22,Developer,2021-10-31 08:03:05.556036,2,Bachelor,2,6000.0,36,18,22,11,0,17,80,0,2.51,False
86425,Sales,Male,22,Consultant,2018-11-02 08:03:05.556036,5,Bachelor,2,6600.0,41,43,23,6,100,18,34,0,2.18,False
86426,Legal,Female,50,Technician,2017-03-12 08:03:05.556036,7,High School,5,5250.0,56,45,5,7,75,9,37,1,2.42,False
86427,Sales,Female,35,Analyst,2021-07-11 08:03:05.556036,3,Bachelor,3,5200.0,49,28,21,14,25,4,7,2,1.55,False
86428,Finance,Female,46,Consultant,2015-02-25 08:03:05.556036,9,Master,1,6050.0,39,17,9,6,75,13,19,0,2.27,False
86429,Engineering,Male,50,Analyst,2021-09-01 08:03:05.556036,3,Master,2,4800.0,60,6,11,7,0,18,83,1,4.03,False
86430,Operations,Female,47,Engineer,2018-03-25 08:03:05.556036,6,Bachelor,4,8400.0,49,14,3,2,100,9,20,1,4.25,False
86431,Engineering,Female,48,Technician,2022-05-19 08:03:05.556036,2,Bachelor,3,4550.0,42,13,25,3,0,15,2,1,2.46,False
86432,Operations,Female,24,Developer,2023-07-29 08:03:05.556036,1,Master,3,6500.0,37,43,16,1,25,16,4,2,2.86,False
86433,Customer Support,Female,30,Engineer,2019-12-20 08:03:05.556036,4,High School,4,8400.0,41,48,4,14,25,10,64,1,2.41,False
86434,Marketing,Female,30,Developer,2017-04-30 08:03:05.556036,7,High School,3,6500.0,35,32,6,1,100,2,24,1,1.61,False
86435,Finance,Male,29,Developer,2024-05-08 08:03:05.556036,0,High School,2,6000.0,56,35,27,6,100,2,38,2,1.6,False
86436,Customer Support,Female,30,Consultant,2022-12-18 08:03:05.556036,1,High School,5,8250.0,44,45,19,8,75,12,90,0,1.69,False
86437,Operations,Female,24,Developer,2015-10-05 08:03:05.556036,8,Master,2,6000.0,50,49,15,4,50,15,70,1,3.17,False
86438,Legal,Female,29,Technician,2023-06-28 08:03:05.556036,1,Bachelor,2,4200.0,41,17,24,4,25,18,11,2,4.87,False
86439,HR,Male,43,Developer,2020-09-30 08:03:05.556036,3,High School,4,7000.0,56,25,3,3,100,10,9,0,1.23,False
86440,Marketing,Male,55,Specialist,2022-03-29 08:03:05.556036,2,Master,1,4950.0,36,3,11,1,50,12,81,2,4.03,False
86441,HR,Female,46,Engineer,2016-07-09 08:03:05.556036,8,Bachelor,4,8400.0,47,13,10,0,75,2,92,2,3.11,False
86442,Finance,Male,57,Analyst,2019-08-31 08:03:05.556036,5,Bachelor,2,4800.0,43,14,6,3,50,19,31,1,3.65,False
86443,Engineering,Female,30,Analyst,2015-07-07 08:03:05.556036,9,Bachelor,2,4800.0,34,39,12,2,75,14,49,1,4.09,False
86444,Engineering,Male,22,Technician,2022-07-29 08:03:05.556036,2,Bachelor,4,4900.0,58,7,5,14,100,10,19,1,1.38,False
86445,Marketing,Male,59,Engineer,2015-10-06 08:03:05.556036,8,High School,3,7800.0,49,41,10,8,0,4,88,2,1.54,False
86446,Finance,Female,51,Manager,2024-07-20 08:03:05.556036,0,Bachelor,4,8400.0,38,27,22,9,100,18,32,2,2.31,False
86447,HR,Female,56,Consultant,2024-06-20 08:03:05.556036,0,High School,1,6050.0,40,21,26,5,25,6,91,2,4.27,False
86448,Engineering,Female,48,Manager,2021-10-21 08:03:05.556036,2,High School,5,9000.0,48,37,5,0,25,8,24,1,2.02,False
86449,Finance,Female,33,Developer,2022-11-24 08:03:05.556036,1,High School,1,5500.0,58,17,6,10,75,18,34,0,4.7,True
86450,Sales,Female,34,Analyst,2020-02-03 08:03:05.556036,4,PhD,3,5200.0,46,0,4,0,100,19,81,0,3.0,False
86451,IT,Other,52,Manager,2017-09-12 08:03:05.556036,6,Master,5,9000.0,54,32,19,8,100,6,8,0,3.18,False
86452,Legal,Female,59,Engineer,2014-10-09 08:03:05.556036,9,Bachelor,2,7200.0,35,32,29,2,100,8,22,1,2.55,False
86453,Sales,Female,32,Specialist,2023-02-27 08:03:05.556036,1,High School,4,6300.0,49,23,10,2,25,8,53,0,2.14,False
86454,Engineering,Male,25,Technician,2021-03-15 08:03:05.556036,3,Bachelor,3,4550.0,36,21,23,8,75,6,39,2,3.56,False
86455,Customer Support,Female,25,Developer,2015-10-14 08:03:05.556036,8,Master,2,6000.0,57,34,7,13,75,13,93,1,4.03,False
86456,Customer Support,Male,24,Developer,2017-07-20 08:03:05.556036,7,Bachelor,3,6500.0,32,5,26,4,75,4,64,1,1.91,False
86457,Customer Support,Male,32,Analyst,2017-09-07 08:03:05.556036,6,Bachelor,5,6000.0,56,49,6,14,0,19,9,1,3.28,False
86458,Legal,Male,48,Specialist,2023-10-16 08:03:05.556036,0,Bachelor,5,6750.0,57,17,4,9,75,1,1,0,3.68,False
86459,Customer Support,Male,33,Specialist,2018-01-21 08:03:05.556036,6,High School,3,5850.0,53,23,22,11,25,4,59,1,2.12,False
86460,Operations,Male,32,Specialist,2021-09-05 08:03:05.556036,3,Bachelor,5,6750.0,52,19,13,5,75,1,46,2,2.63,False
86461,Legal,Female,29,Engineer,2018-04-13 08:03:05.556036,6,Bachelor,2,7200.0,58,24,2,8,25,15,68,1,3.28,False
86462,Engineering,Male,47,Engineer,2022-04-19 08:03:05.556036,2,Master,1,6600.0,59,1,6,13,50,2,49,1,2.9,False
86463,Operations,Female,58,Manager,2014-10-23 08:03:05.556036,9,High School,2,7200.0,46,41,6,13,50,4,46,2,4.02,False
86464,Legal,Female,38,Analyst,2019-11-10 08:03:05.556036,4,Bachelor,3,5200.0,40,32,23,11,100,18,55,0,3.14,False
86465,Operations,Female,26,Analyst,2017-10-07 08:03:05.556036,6,Bachelor,2,4800.0,44,16,11,0,50,7,27,0,3.0,True
86466,Operations,Female,55,Consultant,2018-01-06 08:03:05.556036,6,Bachelor,3,7150.0,36,30,11,1,25,18,86,2,2.73,False
86467,Operations,Female,59,Manager,2021-06-15 08:03:05.556036,3,High School,3,7800.0,59,28,21,6,100,6,12,2,3.34,False
86468,IT,Male,43,Developer,2021-11-09 08:03:05.556036,2,Master,3,6500.0,42,2,22,4,75,8,81,1,3.53,False
86469,Sales,Male,23,Specialist,2017-12-17 08:03:05.556036,6,Master,3,5850.0,50,28,2,14,0,17,54,2,4.84,False
86470,Legal,Female,28,Consultant,2018-01-20 08:03:05.556036,6,Master,1,6050.0,30,27,3,2,0,1,53,1,4.72,False
86471,Legal,Male,28,Technician,2018-06-16 08:03:05.556036,6,Bachelor,4,4900.0,37,33,6,12,25,10,71,1,3.47,False
86472,Engineering,Male,25,Specialist,2024-02-27 08:03:05.556036,0,PhD,4,6300.0,55,13,5,6,75,8,9,0,4.08,True
86473,HR,Male,38,Analyst,2020-05-06 08:03:05.556036,4,Bachelor,5,6000.0,33,49,1,6,50,3,73,1,2.72,False
86474,Legal,Female,41,Developer,2019-08-03 08:03:05.556036,5,Bachelor,5,7500.0,43,46,2,3,75,11,14,0,3.78,False
86475,Finance,Female,29,Manager,2019-11-28 08:03:05.556036,4,High School,4,8400.0,53,0,27,13,100,5,62,0,2.43,False
86476,Engineering,Female,59,Specialist,2020-02-06 08:03:05.556036,4,Master,1,4950.0,46,8,25,7,50,12,58,2,1.12,True
86477,Legal,Female,48,Manager,2019-08-16 08:03:05.556036,5,Bachelor,4,8400.0,30,19,2,13,25,11,2,1,1.97,False
86478,Engineering,Female,24,Developer,2022-10-16 08:03:05.556036,1,Bachelor,5,7500.0,48,39,2,8,0,14,67,1,3.7,False
86479,IT,Female,32,Engineer,2015-05-02 08:03:05.556036,9,Bachelor,3,7800.0,45,25,25,1,25,10,13,2,2.97,False
86480,Operations,Female,52,Manager,2022-07-21 08:03:05.556036,2,Bachelor,4,8400.0,53,8,6,9,25,9,56,1,4.63,False
86481,Operations,Female,49,Specialist,2019-11-18 08:03:05.556036,4,Bachelor,1,4950.0,59,17,12,5,0,13,41,0,4.49,True
86482,Customer Support,Female,38,Technician,2017-09-08 08:03:05.556036,6,Bachelor,5,5250.0,38,17,1,10,75,12,40,2,1.66,False
86483,Engineering,Male,55,Analyst,2022-04-01 08:03:05.556036,2,Master,1,4400.0,53,35,12,12,100,2,87,1,3.03,False
86484,Finance,Female,52,Consultant,2023-02-15 08:03:05.556036,1,Bachelor,4,7700.0,56,13,3,0,100,12,98,0,2.17,False
86485,Sales,Male,44,Consultant,2020-09-13 08:03:05.556036,3,Bachelor,1,6050.0,44,4,0,13,75,7,47,1,2.15,False
86486,HR,Female,33,Manager,2024-08-29 08:03:05.556036,0,Bachelor,3,7800.0,55,16,6,5,25,8,8,0,3.52,False
86487,IT,Male,45,Manager,2019-11-21 08:03:05.556036,4,Master,5,9000.0,42,49,27,8,0,9,21,1,4.85,False
86488,Marketing,Male,55,Consultant,2024-01-04 08:03:05.556036,0,High School,2,6600.0,51,27,29,3,100,3,45,1,4.08,True
86489,Engineering,Male,55,Manager,2020-10-09 08:03:05.556036,3,High School,3,7800.0,31,32,24,8,100,5,74,1,2.57,False
86490,Engineering,Male,48,Analyst,2020-05-27 08:03:05.556036,4,Master,3,5200.0,32,47,20,9,100,16,52,1,3.32,False
86491,Operations,Female,48,Engineer,2022-11-14 08:03:05.556036,1,Bachelor,1,6600.0,34,11,1,1,75,12,38,2,1.19,False
86492,Legal,Female,39,Consultant,2020-04-01 08:03:05.556036,4,Bachelor,1,6050.0,30,9,16,7,75,19,6,1,1.86,False
86493,Engineering,Male,44,Analyst,2024-01-02 08:03:05.556036,0,Bachelor,3,5200.0,46,39,9,3,100,6,62,0,3.89,False
86494,Finance,Female,50,Consultant,2021-06-01 08:03:05.556036,3,High School,1,6050.0,39,5,15,6,50,1,16,1,3.43,False
86495,Customer Support,Male,46,Analyst,2015-07-20 08:03:05.556036,9,Bachelor,2,4800.0,45,30,15,7,100,19,97,0,2.02,False
86496,Customer Support,Female,36,Developer,2024-04-17 08:03:05.556036,0,Bachelor,3,6500.0,45,43,29,4,100,1,15,2,1.62,False
86497,Customer Support,Male,56,Consultant,2021-11-06 08:03:05.556036,2,Master,2,6600.0,38,38,7,4,50,18,93,0,4.31,False
86498,Marketing,Female,40,Specialist,2015-07-27 08:03:05.556036,9,Master,4,6300.0,43,30,25,9,75,3,87,1,3.04,False
86499,Customer Support,Male,29,Specialist,2023-11-24 08:03:05.556036,0,High School,5,6750.0,46,19,10,1,25,4,44,2,2.63,False
86500,Operations,Female,39,Manager,2023-06-29 08:03:05.556036,1,Bachelor,2,7200.0,57,20,29,13,100,5,72,0,3.61,False
86501,Finance,Male,27,Technician,2021-06-11 08:03:05.556036,3,High School,5,5250.0,49,30,21,4,100,10,85,2,2.12,False
86502,Legal,Male,35,Manager,2018-09-22 08:03:05.556036,5,Master,3,7800.0,52,4,19,9,25,10,14,1,4.84,False
86503,Sales,Male,31,Engineer,2022-06-14 08:03:05.556036,2,Master,1,6600.0,41,19,11,4,75,1,18,0,3.88,False
86504,Engineering,Female,42,Technician,2020-06-21 08:03:05.556036,4,Bachelor,1,3850.0,53,9,19,3,75,4,40,0,4.94,False
86505,HR,Female,43,Specialist,2014-11-11 08:03:05.556036,9,Bachelor,4,6300.0,40,33,2,3,100,9,78,2,1.14,False
86506,Finance,Female,23,Specialist,2016-05-12 08:03:05.556036,8,High School,2,5400.0,57,25,10,12,25,6,52,0,1.03,False
86507,Sales,Male,38,Specialist,2018-04-23 08:03:05.556036,6,Bachelor,4,6300.0,39,27,18,13,0,11,34,1,1.22,False
86508,Finance,Female,53,Technician,2016-04-02 08:03:05.556036,8,High School,3,4550.0,55,40,7,4,100,11,77,1,2.95,False
86509,Sales,Male,22,Developer,2017-06-26 08:03:05.556036,7,Bachelor,2,6000.0,33,30,15,8,75,16,39,0,2.21,False
86510,Engineering,Male,54,Specialist,2016-03-16 08:03:05.556036,8,Bachelor,4,6300.0,53,29,11,14,0,10,89,1,1.57,False
86511,Marketing,Female,50,Engineer,2024-04-18 08:03:05.556036,0,High School,3,7800.0,44,6,8,2,50,16,33,2,2.98,True
86512,HR,Male,40,Consultant,2024-03-05 08:03:05.556036,0,High School,3,7150.0,42,25,15,1,75,5,54,1,4.31,False
86513,Customer Support,Female,55,Developer,2020-05-14 08:03:05.556036,4,Bachelor,1,5500.0,36,4,26,1,0,5,89,0,2.24,False
